carat,cut,clarity,table,x,y,z,E,F,G,H,I,J,price
1.5,4,7,60.0,7.29,7.22,4.46,1,0,0,0,0,0,7182
0.3,2,1,63.0,4.3,4.36,2.6,0,1,0,0,0,0,742
0.32,5,5,54.0,4.4,4.37,2.73,1,0,0,0,0,0,900
0.81,4,7,59.0,6.03,5.97,3.62,0,0,0,1,0,0,2344
0.27,4,2,58.0,4.2,4.18,2.54,1,0,0,0,0,0,799
1.39,5,5,57.0,7.2,7.25,4.4,0,0,0,0,0,1,6831
0.33,3,3,57.0,4.44,4.46,2.74,0,1,0,0,0,0,801
0.32,5,4,54.0,4.38,4.4,2.74,0,0,0,0,1,0,523
0.9,5,7,56.0,6.18,6.21,3.83,0,1,0,0,0,0,4593
0.31,2,5,58.0,4.3,4.35,2.73,0,0,1,0,0,0,544
0.4,4,4,58.0,4.76,4.72,2.85,1,0,0,0,0,0,1125
0.32,3,2,57.0,4.39,4.42,2.69,0,0,0,1,0,0,672
1.22,5,2,57.0,6.88,6.92,4.22,0,1,0,0,0,0,13029
0.38,5,3,57.0,4.64,4.69,2.89,1,0,0,0,0,0,1030
0.71,3,3,60.0,5.65,5.71,3.54,0,0,0,0,0,0,3799
0.71,3,7,59.0,5.6,5.64,3.55,0,0,1,0,0,0,2107
1.05,3,6,57.0,6.51,6.54,4.02,0,0,1,0,0,0,5197
1.04,5,6,56.0,6.55,6.5,4.0,0,1,0,0,0,0,5882
0.71,5,4,57.0,5.76,5.82,3.54,0,1,0,0,0,0,3013
0.42,5,6,55.0,4.81,4.79,2.98,1,0,0,0,0,0,953
0.44,5,4,56.0,4.95,4.91,3.01,0,0,0,0,0,0,1294
0.41,3,6,58.0,4.75,4.68,2.99,0,1,0,0,0,0,852
0.5,5,4,56.0,5.1,5.14,3.13,0,0,0,1,0,0,1637
0.58,5,5,57.0,5.32,5.36,3.3,1,0,0,0,0,0,1903
0.3,5,3,56.0,4.35,4.33,2.68,1,0,0,0,0,0,1013
1.18,3,5,54.7,6.74,6.77,4.23,0,0,1,0,0,0,8411
0.91,5,6,56.0,6.19,6.22,3.85,0,0,0,1,0,0,4337
1.2,5,2,55.0,6.86,6.89,4.2,0,1,0,0,0,0,13088
0.33,4,7,58.0,4.43,4.4,2.75,0,1,0,0,0,0,557
0.34,5,2,55.0,4.51,4.5,2.78,0,1,0,0,0,0,959
0.32,4,5,58.0,4.41,4.36,2.73,0,0,1,0,0,0,720
0.38,3,7,61.0,4.59,4.63,2.88,1,0,0,0,0,0,590
0.26,3,3,57.0,4.1,4.13,2.52,1,0,0,0,0,0,506
0.52,3,6,57.0,5.13,5.16,3.17,0,0,1,0,0,0,1311
2.0,2,8,62.0,7.97,7.8,5.02,0,0,0,0,0,1,6521
0.76,5,5,56.0,5.85,5.9,3.62,1,0,0,0,0,0,3864
1.09,5,6,56.0,6.6,6.55,4.09,0,0,1,0,0,0,4970
0.25,2,4,60.0,4.15,4.18,2.4,0,0,0,0,0,0,399
0.71,2,5,60.0,5.6,5.65,3.53,1,0,0,0,0,0,2836
0.41,1,3,57.0,4.68,4.65,3.01,0,0,0,0,0,0,1089
2.27,4,4,58.0,8.41,8.36,5.23,0,0,0,0,0,1,17149
1.01,4,3,61.0,6.36,6.34,4.0,0,0,1,0,0,0,7665
0.75,3,6,57.0,5.79,5.84,3.66,1,0,0,0,0,0,2753
0.72,4,6,59.0,5.75,5.71,3.56,0,0,0,0,0,1,1987
2.36,5,7,55.0,8.51,8.56,5.3,0,0,0,1,0,0,17569
1.01,5,5,54.0,6.43,6.47,4.04,0,0,1,0,0,0,6937
1.03,3,7,59.0,6.51,6.58,4.0,0,1,0,0,0,0,4218
0.7,3,6,57.0,5.68,5.73,3.49,1,0,0,0,0,0,2753
0.3,4,5,60.0,4.33,4.28,2.65,0,0,1,0,0,0,675
1.51,5,5,53.0,7.35,7.31,4.56,0,1,0,0,0,0,13771
0.3,4,4,60.0,4.29,4.31,2.6,0,1,0,0,0,0,658
0.71,5,2,56.0,5.7,5.73,3.56,0,0,0,0,1,0,2606
0.36,5,5,55.0,4.58,4.62,2.82,0,0,0,0,0,0,928
0.35,4,4,58.0,5.67,5.64,3.53,0,0,0,0,0,1,949
0.7,3,6,57.0,5.64,5.7,3.55,0,0,0,1,0,0,1830
1.0,4,6,62.0,6.39,6.33,3.96,0,0,0,0,1,0,3360
0.3,5,6,57.0,4.26,4.29,2.66,0,0,1,0,0,0,477
0.9,2,7,63.0,6.13,6.21,3.76,0,0,0,0,1,0,2680
1.02,1,6,57.0,6.08,6.01,4.27,0,0,0,0,0,0,4398
0.26,3,6,60.0,4.2,4.24,2.5,0,0,0,0,1,0,445
0.33,5,4,55.0,4.48,4.5,2.77,0,0,0,0,0,0,1007
0.51,2,7,55.0,5.1,5.04,3.24,0,0,0,0,0,0,1268
1.2,5,5,57.0,6.91,6.87,4.13,0,0,0,1,0,0,6487
0.25,3,2,56.0,4.02,4.03,2.5,0,1,0,0,0,0,633
0.51,2,6,56.0,5.11,5.08,3.24,0,1,0,0,0,0,1312
0.9,2,3,61.0,6.1,6.14,3.85,0,0,0,0,1,0,3946
1.07,3,6,61.0,6.54,6.57,4.05,0,0,0,0,0,0,5767
0.3,5,7,54.0,4.32,4.35,2.69,1,0,0,0,0,0,401
2.01,4,5,60.0,8.13,8.09,4.91,0,0,0,0,0,1,13400
1.04,4,3,58.0,6.68,6.66,3.95,0,1,0,0,0,0,8722
2.01,3,6,62.0,8.15,8.2,4.85,0,0,0,0,0,1,12257
0.5,3,5,56.0,5.05,5.08,3.23,0,0,0,0,0,0,1580
0.59,4,6,60.0,5.39,5.33,3.31,1,0,0,0,0,0,1789
1.0,5,6,57.0,6.48,6.54,3.92,0,0,0,0,0,0,4774
0.31,5,5,57.0,4.38,4.36,2.7,0,0,0,0,0,0,942
0.7,2,4,62.0,5.71,5.76,3.4,0,1,0,0,0,0,2759
0.51,3,4,56.0,5.18,5.21,3.16,0,0,0,1,0,0,1628
1.52,4,7,60.0,7.34,7.3,4.58,0,0,0,1,0,0,6086
0.91,3,7,61.0,6.07,6.09,3.82,1,0,0,0,0,0,3703
0.95,4,7,61.0,6.35,6.27,3.77,0,0,1,0,0,0,3830
0.7,3,6,57.0,5.67,5.7,3.56,0,0,0,0,0,0,2726
0.53,4,6,60.0,5.21,5.18,3.21,1,0,0,0,0,0,2099
1.71,4,6,58.0,7.79,7.75,4.71,0,0,1,0,0,0,13666
0.93,4,4,59.0,6.21,6.16,3.84,0,0,1,0,0,0,4793
0.61,5,5,55.0,5.48,5.45,3.35,1,0,0,0,0,0,2373
1.01,4,6,59.0,6.48,6.43,3.97,0,0,1,0,0,0,5006
1.01,5,6,57.0,6.41,6.36,3.98,0,0,1,0,0,0,4694
0.7,5,4,56.0,5.78,5.83,3.51,1,0,0,0,0,0,3419
2.48,5,7,57.0,8.64,8.58,5.36,0,0,0,0,1,0,12883
1.04,4,7,57.0,6.51,6.43,4.04,1,0,0,0,0,0,4892
1.06,5,6,54.0,6.64,6.61,4.03,0,0,0,1,0,0,4602
0.44,3,6,58.0,4.85,4.88,3.06,1,0,0,0,0,0,810
0.9,3,5,59.0,6.07,6.16,3.83,0,0,0,1,0,0,5502
1.52,5,4,60.0,7.54,7.51,4.52,0,0,0,1,0,0,11946
0.31,5,2,53.0,4.35,4.41,2.74,0,0,0,1,0,0,687
1.13,3,6,60.0,6.73,6.77,4.06,0,0,0,1,0,0,4959
0.91,2,7,62.0,6.06,6.01,3.87,0,0,0,0,0,0,3349
0.53,2,6,56.0,5.14,5.18,3.29,0,0,1,0,0,0,1268
0.31,5,4,54.2,4.31,4.35,2.69,1,0,0,0,0,0,726
1.28,5,7,57.0,7.0,6.97,4.32,0,0,0,1,0,0,5676
1.51,5,4,57.0,7.37,7.34,4.55,0,0,1,0,0,0,14674
0.41,4,3,59.0,4.82,4.79,2.93,0,1,0,0,0,0,1192
0.28,5,5,54.0,4.18,4.23,2.6,0,1,0,0,0,0,490
1.23,4,5,58.0,7.0,6.94,4.13,0,0,0,1,0,0,5979
0.36,5,1,57.0,4.6,4.55,2.83,0,0,0,1,0,0,1013
2.03,3,4,60.0,8.01,7.98,5.05,0,0,0,0,1,0,15086
0.55,5,6,56.0,5.32,5.28,3.23,1,0,0,0,0,0,1556
0.92,3,6,55.0,6.19,6.26,3.87,0,1,0,0,0,0,4621
1.7,3,6,57.0,7.51,7.46,4.72,0,0,0,0,1,0,10341
0.58,5,3,56.0,5.36,5.39,3.32,0,1,0,0,0,0,2395
0.31,5,3,55.0,4.33,4.36,2.71,0,1,0,0,0,0,761
1.27,5,2,56.0,6.9,7.03,4.3,0,0,1,0,0,0,10805
1.27,4,6,56.0,6.93,6.85,4.29,0,0,0,0,1,0,5547
1.11,5,5,54.0,6.64,6.69,4.11,0,0,0,0,0,1,5051
1.52,4,6,59.0,7.33,7.26,4.56,1,0,0,0,0,0,12418
0.93,5,6,55.0,6.23,6.29,3.91,0,0,0,0,1,0,3856
0.31,5,3,56.0,4.32,4.35,2.69,0,0,1,0,0,0,707
0.83,3,1,53.0,6.14,6.23,3.69,0,0,0,0,0,0,7889
1.22,4,6,60.0,6.92,6.85,4.17,0,0,0,1,0,0,6387
0.32,5,5,56.0,4.41,4.38,2.74,1,0,0,0,0,0,900
0.4,3,6,59.0,4.67,4.7,2.94,1,0,0,0,0,0,707
0.7,3,3,57.0,5.72,5.76,3.49,0,0,1,0,0,0,2931
1.43,1,4,60.0,7.73,7.25,3.93,0,0,0,0,1,0,6727
0.58,5,7,57.0,5.38,5.41,3.3,0,0,0,0,0,0,1436
0.81,4,7,57.0,6.14,6.1,3.61,0,0,1,0,0,0,2274
0.4,5,6,57.0,4.69,4.65,2.9,0,1,0,0,0,0,882
0.55,5,5,56.0,5.26,5.32,3.25,1,0,0,0,0,0,1667
1.16,3,7,58.0,6.75,6.81,4.19,0,0,0,1,0,0,4785
1.04,4,7,58.0,6.49,6.4,4.02,0,0,0,1,0,0,3611
0.71,4,6,62.0,5.85,5.79,3.43,0,0,1,0,0,0,2181
0.91,3,5,57.0,6.24,6.25,3.8,0,1,0,0,0,0,4606
0.3,5,4,56.0,4.32,4.34,2.67,0,1,0,0,0,0,570
0.7,1,6,66.0,5.62,5.57,3.45,0,0,1,0,0,0,1995
0.7,3,7,58.0,5.72,5.77,3.48,0,0,1,0,0,0,2057
1.01,3,7,56.0,6.29,6.38,4.05,0,0,0,1,0,0,4023
1.5,4,8,62.0,7.28,7.24,4.48,0,0,0,0,0,0,6300
0.52,5,5,56.0,5.17,5.14,3.17,1,0,0,0,0,0,1767
0.36,5,7,57.0,4.57,4.52,2.83,0,0,0,0,0,0,689
1.01,3,7,57.0,6.35,6.37,4.04,0,0,0,0,1,0,4244
0.3,4,6,57.0,4.34,4.25,2.69,0,0,1,0,0,0,574
0.3,5,5,54.0,4.31,4.34,2.68,0,1,0,0,0,0,605
1.53,5,5,57.0,7.36,7.41,4.56,0,0,0,0,1,0,9189
1.52,4,5,55.0,7.52,7.46,4.45,0,1,0,0,0,0,14388
1.01,1,3,57.0,6.2,6.16,4.04,0,0,0,0,0,0,8716
0.45,2,4,62.2,5.0,5.05,2.95,0,1,0,0,0,0,1144
0.32,5,2,58.0,4.44,4.48,2.69,0,0,1,0,0,0,779
0.26,5,3,56.0,4.12,4.15,2.57,1,0,0,0,0,0,599
0.31,3,5,56.0,4.34,4.31,2.74,0,1,0,0,0,0,802
0.3,5,2,57.0,4.32,4.36,2.66,0,0,0,1,0,0,665
0.42,2,6,61.0,4.73,4.7,3.0,1,0,0,0,0,0,945
1.04,5,6,56.0,6.64,6.58,3.96,0,1,0,0,0,0,4403
0.56,5,5,55.0,5.33,5.35,3.26,0,1,0,0,0,0,1708
1.05,5,5,56.0,6.52,6.56,4.03,0,0,1,0,0,0,6837
0.9,3,4,60.0,6.0,6.08,3.76,0,0,1,0,0,0,4540
1.09,4,4,59.0,6.71,6.67,4.03,0,0,0,1,0,0,5860
1.0,4,5,61.0,6.44,6.38,3.93,0,0,0,1,0,0,5096
1.22,4,7,60.0,6.93,6.89,4.18,1,0,0,0,0,0,4974
1.12,5,6,55.0,6.68,6.65,4.13,0,0,1,0,0,0,5551
0.73,5,4,57.0,5.79,5.84,3.56,0,1,0,0,0,0,3797
0.9,3,6,56.0,6.12,6.16,3.85,0,0,0,0,0,0,4381
0.71,5,3,57.0,5.81,5.78,3.52,0,0,1,0,0,0,2843
0.32,2,4,64.0,4.42,4.45,2.64,1,0,0,0,0,0,756
0.39,5,5,57.0,4.76,4.7,2.84,0,1,0,0,0,0,1053
1.22,4,5,59.0,6.93,6.87,4.16,0,0,0,0,1,0,6217
1.01,3,6,63.0,6.51,6.43,3.94,0,0,0,0,1,0,2323
1.5,2,7,65.0,7.21,7.17,4.42,1,0,0,0,0,0,6300
1.22,4,6,59.0,6.8,6.74,4.22,1,0,0,0,0,0,7395
0.57,5,6,57.0,5.33,5.31,3.31,1,0,0,0,0,0,1613
1.06,4,5,58.0,6.56,6.52,4.01,1,0,0,0,0,0,7408
0.3,5,1,55.0,4.29,4.31,2.68,0,1,0,0,0,0,886
0.38,3,6,61.0,4.75,4.79,2.81,0,0,0,0,0,0,733
0.5,3,6,60.0,5.04,5.08,3.18,0,0,0,0,1,0,1054
0.5,5,7,55.0,5.09,5.11,3.18,0,0,0,1,0,0,964
1.12,2,5,57.0,6.59,6.61,4.21,0,1,0,0,0,0,6925
1.59,4,3,58.0,7.48,7.43,4.7,0,0,0,1,0,0,12409
0.35,5,6,55.0,4.55,4.52,2.83,0,1,0,0,0,0,748
0.59,4,6,60.0,5.34,5.24,3.33,0,0,0,1,0,0,1265
0.52,5,4,56.0,5.19,5.23,3.19,0,0,1,0,0,0,1803
0.62,5,5,56.0,5.49,5.52,3.37,0,0,0,0,0,0,2243
1.04,3,5,57.0,6.46,6.5,4.01,0,0,1,0,0,0,6177
2.16,4,2,58.0,8.36,8.26,5.11,0,0,0,0,0,1,17891
0.41,5,6,57.0,4.74,4.77,2.98,1,0,0,0,0,0,755
1.61,5,5,57.0,7.49,7.43,4.66,0,0,0,0,1,0,10098
0.35,5,7,56.0,4.55,4.51,2.78,1,0,0,0,0,0,630
1.25,4,5,60.0,6.93,6.89,4.25,0,1,0,0,0,0,8840
1.25,5,3,55.0,6.87,6.93,4.29,0,0,1,0,0,0,10983
0.7,3,4,56.0,5.62,5.7,3.53,0,1,0,0,0,0,2604
1.06,4,7,57.0,6.57,6.49,4.02,0,0,0,0,1,0,2968
0.91,5,4,56.0,6.19,6.22,3.85,0,0,0,0,0,1,3863
0.9,5,7,56.0,6.2,6.16,3.83,0,0,0,0,1,0,2948
0.96,2,7,62.0,6.51,6.39,3.66,0,0,0,1,0,0,3611
0.8,5,7,57.0,5.91,5.83,3.66,0,0,0,1,0,0,2122
1.01,3,1,60.0,6.31,6.35,3.99,0,0,1,0,0,0,7974
1.51,2,5,58.0,7.24,7.27,4.64,0,0,0,0,0,1,6936
2.03,4,7,58.0,8.14,8.1,5.01,0,0,0,0,0,0,13229
1.21,4,6,61.0,6.78,6.74,4.13,0,1,0,0,0,0,5720
0.35,3,6,54.0,4.53,4.51,2.86,0,0,0,1,0,0,647
1.0,3,4,58.0,6.29,6.38,3.99,1,0,0,0,0,0,7676
0.52,5,5,56.0,5.16,5.23,3.18,1,0,0,0,0,0,1689
0.31,5,2,54.0,4.39,4.41,2.72,0,0,1,0,0,0,789
1.39,4,6,58.0,7.15,7.08,4.46,0,0,0,1,0,0,7986
0.36,4,1,59.0,4.58,4.63,2.76,0,0,0,0,1,0,758
1.23,5,6,57.0,6.85,6.89,4.28,0,0,0,1,0,0,5938
0.42,5,4,54.0,4.82,4.86,2.96,0,0,1,0,0,0,921
0.42,4,6,58.0,4.76,4.8,2.99,0,0,0,0,1,0,626
1.5,2,8,56.0,7.18,7.05,4.56,0,0,0,1,0,0,4022
0.3,5,6,56.0,4.3,4.33,2.68,0,0,0,0,0,0,552
1.14,5,3,56.0,6.74,6.76,4.12,0,0,1,0,0,0,9013
0.39,4,4,59.0,4.69,4.64,2.88,0,0,0,0,0,0,1123
0.31,2,4,57.0,4.29,4.33,2.75,0,0,1,0,0,0,625
0.38,5,3,57.0,4.67,4.63,2.86,0,0,0,0,0,0,1257
0.42,5,6,55.0,4.84,4.85,2.99,0,0,0,1,0,0,885
0.35,3,5,60.0,4.54,4.6,2.75,0,0,1,0,0,0,658
0.3,4,4,59.0,4.3,4.27,2.67,0,0,1,0,0,0,776
0.52,4,6,55.0,5.16,5.12,3.22,0,0,0,1,0,0,1219
0.5,3,4,57.8,5.09,5.14,3.15,0,0,0,0,0,1,1034
0.72,5,3,56.0,5.8,5.84,3.55,0,0,1,0,0,0,3295
1.5,4,7,58.0,7.39,7.34,4.48,0,0,0,1,0,0,8148
1.04,3,6,55.0,6.41,6.46,4.08,0,0,0,0,0,0,5557
0.53,5,2,56.0,5.21,5.23,3.2,0,0,0,1,0,0,1781
0.4,3,4,55.0,4.73,4.77,2.99,0,0,0,0,0,0,1004
0.74,4,6,60.0,5.88,5.84,3.55,0,0,0,0,0,0,2655
1.3,5,4,56.0,7.03,6.95,4.36,0,0,1,0,0,0,6928
0.7,5,6,56.0,5.66,5.68,3.55,0,0,0,0,0,1,1937
0.9,1,3,56.0,5.91,5.83,3.93,0,0,0,0,1,0,3074
0.7,5,2,55.0,5.7,5.64,3.53,0,0,0,0,1,0,2536
0.59,3,6,57.0,5.35,5.38,3.38,0,0,1,0,0,0,1412
0.35,5,3,55.0,4.58,4.61,2.79,0,1,0,0,0,0,872
0.3,5,5,54.0,4.31,4.28,2.69,1,0,0,0,0,0,844
0.7,3,6,56.0,5.65,5.69,3.52,0,0,0,0,0,0,2686
1.01,5,5,55.0,6.4,6.44,4.0,0,0,0,0,0,1,4425
1.0,3,7,59.0,6.35,6.32,4.02,0,0,0,0,0,0,4295
0.53,5,3,56.0,5.24,5.29,3.18,0,0,1,0,0,0,1948
0.54,5,4,57.0,5.21,5.24,3.21,0,0,0,0,0,0,2039
0.42,3,4,59.0,4.86,4.9,2.9,0,0,1,0,0,0,921
1.52,2,6,59.0,7.18,7.25,4.65,0,0,1,0,0,0,9368
2.04,4,7,58.0,8.17,8.24,4.94,0,1,0,0,0,0,18066
1.05,1,7,60.0,6.3,6.22,4.13,0,1,0,0,0,0,3615
1.51,2,7,60.0,7.27,7.23,4.61,0,0,0,0,1,0,7957
0.32,5,2,56.0,4.4,4.39,2.72,0,0,1,0,0,0,1080
1.0,5,4,57.0,6.41,6.39,3.96,0,1,0,0,0,0,7526
1.01,4,7,61.0,6.53,6.47,3.9,1,0,0,0,0,0,4921
0.39,4,5,58.0,4.65,4.61,2.89,0,1,0,0,0,0,1053
1.0,4,6,60.0,6.47,6.42,3.94,1,0,0,0,0,0,5174
0.39,5,5,56.0,4.68,4.74,2.89,1,0,0,0,0,0,796
0.7,3,5,58.0,5.75,5.85,3.45,0,1,0,0,0,0,2812
0.9,5,4,56.0,6.19,6.22,3.83,1,0,0,0,0,0,6230
1.0,2,5,61.0,6.5,6.52,3.82,0,0,0,0,0,1,3769
0.58,4,4,60.0,5.46,5.41,3.22,0,0,0,0,0,0,2401
0.3,5,1,56.0,4.34,4.37,2.65,0,0,1,0,0,0,844
1.51,4,5,59.0,7.37,7.32,4.49,0,1,0,0,0,0,14294
1.01,4,2,58.0,6.39,6.35,4.0,0,1,0,0,0,0,9412
0.35,3,4,60.0,4.5,4.52,2.81,1,0,0,0,0,0,829
1.01,3,5,58.0,6.37,6.42,3.96,0,0,1,0,0,0,6047
0.7,5,5,57.0,5.65,5.69,3.51,0,0,0,0,0,1,1974
0.62,4,5,60.0,5.46,5.39,3.38,0,1,0,0,0,0,2009
1.51,4,6,59.0,7.43,7.39,4.5,0,0,0,1,0,0,10020
2.01,4,7,58.0,8.09,8.0,5.05,0,0,0,0,0,1,12407
0.35,1,2,59.0,4.85,4.79,2.63,0,1,0,0,0,0,1011
0.91,4,7,60.0,6.21,6.23,3.82,0,1,0,0,0,0,3682
0.43,4,5,59.0,4.92,4.88,2.95,0,0,0,0,0,0,1129
1.22,4,5,59.0,6.82,6.81,4.27,0,0,0,1,0,0,6184
1.01,4,6,59.0,6.41,6.36,3.97,0,1,0,0,0,0,5345
0.59,5,7,55.0,5.37,5.39,3.33,0,0,0,1,0,0,1292
0.52,3,6,59.0,5.14,5.16,3.22,0,0,0,0,0,1,1019
0.23,4,3,61.0,4.03,3.99,2.39,0,0,0,0,0,0,640
1.33,4,4,58.0,6.96,7.01,4.38,0,0,1,0,0,0,9699
0.5,5,6,57.0,5.18,5.14,3.14,0,0,0,0,0,0,1654
0.29,3,3,63.0,4.28,4.31,2.61,0,1,0,0,0,0,592
0.41,4,5,58.0,4.73,4.78,2.93,0,0,1,0,0,0,827
0.71,2,4,55.0,5.62,5.66,3.57,0,0,0,0,0,1,1881
0.73,4,4,58.0,5.82,5.77,3.56,0,0,1,0,0,0,2841
1.51,4,5,59.0,7.31,7.35,4.57,0,0,0,0,0,1,7418
1.04,5,7,56.0,6.56,6.5,4.01,1,0,0,0,0,0,4892
2.01,2,7,59.0,7.97,7.9,5.05,0,0,1,0,0,0,11096
0.41,1,3,56.0,4.68,4.72,3.04,0,0,1,0,0,0,833
0.37,1,1,57.0,4.68,4.73,2.88,0,0,0,0,0,0,1440
1.23,4,6,62.0,7.05,7.0,4.16,1,0,0,0,0,0,7274
0.36,5,6,55.0,4.58,4.61,2.84,0,0,1,0,0,0,725
1.2,4,5,61.0,6.74,6.68,4.17,0,0,1,0,0,0,7728
0.33,3,3,56.0,4.51,4.56,2.7,0,0,0,0,0,0,933
0.6,5,5,55.0,5.42,5.45,3.34,0,0,0,0,0,0,2325
0.91,4,6,57.0,6.19,6.1,3.87,0,0,0,1,0,0,3033
0.33,5,5,55.0,4.55,4.47,2.73,0,1,0,0,0,0,854
0.32,2,4,64.0,4.42,4.44,2.67,1,0,0,0,0,0,756
0.7,3,4,56.0,5.68,5.75,3.5,0,0,0,0,0,0,3567
1.35,4,6,61.0,7.13,7.1,4.35,0,0,0,0,0,1,5715
0.71,4,4,58.0,5.76,5.71,3.55,0,0,0,0,1,0,2104
0.92,4,7,59.0,6.24,6.2,3.89,0,0,0,0,0,0,3550
0.7,4,6,58.0,5.71,5.74,3.51,0,0,0,1,0,0,2155
0.45,2,4,60.4,4.94,4.98,3.01,0,0,1,0,0,0,1246
1.6,4,6,58.0,7.48,7.54,4.67,0,0,0,0,0,1,7550
1.5,3,3,56.0,7.34,7.37,4.48,0,0,1,0,0,0,12798
3.04,3,7,59.0,9.14,9.07,5.75,0,0,0,0,1,0,15354
1.61,5,5,56.0,7.57,7.5,4.69,0,0,1,0,0,0,9521
1.0,3,5,55.0,6.34,6.38,4.0,0,1,0,0,0,0,6352
1.02,3,4,59.0,6.52,6.65,3.88,1,0,0,0,0,0,7253
1.57,5,4,55.0,7.44,7.49,4.64,0,0,0,1,0,0,12810
2.02,5,6,58.0,8.07,8.18,5.03,0,0,0,0,1,0,15942
2.14,4,6,58.0,8.28,8.22,5.14,0,0,0,1,0,0,14490
0.25,3,3,59.0,4.06,4.1,2.47,1,0,0,0,0,0,575
0.31,5,5,57.0,4.31,4.34,2.71,0,0,1,0,0,0,544
0.5,5,5,59.0,5.07,5.1,3.15,0,0,0,0,0,0,1712
0.26,5,4,55.0,4.06,4.11,2.54,0,0,0,1,0,0,462
0.32,4,4,58.0,4.34,4.39,2.72,0,0,0,1,0,0,561
0.71,5,1,56.0,5.74,5.77,3.54,0,0,0,0,1,0,2925
0.26,3,5,58.0,4.0,4.06,2.53,1,0,0,0,0,0,601
0.38,5,3,53.8,4.66,4.7,2.9,1,0,0,0,0,0,1073
0.97,3,6,61.0,6.4,6.46,3.87,0,0,1,0,0,0,4140
0.9,2,6,61.0,6.09,6.13,3.86,0,1,0,0,0,0,3950
0.31,5,5,57.0,4.38,4.34,2.73,0,0,0,1,0,0,628
0.27,5,3,57.0,4.15,4.1,2.56,0,0,0,1,0,0,623
1.03,5,4,56.0,6.6,6.54,3.99,0,1,0,0,0,0,7429
0.52,5,4,56.0,5.21,5.22,3.2,0,0,0,0,0,0,2550
0.71,2,6,56.0,5.68,5.73,3.6,0,0,0,0,0,0,2719
0.91,3,6,58.0,6.17,6.12,3.9,0,0,0,0,0,1,2905
1.07,4,6,57.0,6.57,6.47,4.11,0,0,0,0,0,0,6124
1.21,5,4,56.0,6.84,6.9,4.22,0,0,1,0,0,0,8824
0.31,5,2,57.0,4.38,4.41,2.66,1,0,0,0,0,0,942
0.45,3,4,59.0,4.85,4.81,3.0,0,1,0,0,0,0,1179
0.49,5,4,55.0,5.03,5.05,3.14,0,0,0,0,0,0,1934
0.53,4,6,60.0,5.26,5.19,3.18,0,0,0,1,0,0,1193
0.91,2,7,56.0,6.14,6.09,3.89,0,0,1,0,0,0,3610
0.32,2,6,55.0,4.36,4.34,2.78,0,0,0,0,1,0,554
0.5,2,5,64.0,5.12,5.08,3.08,0,0,0,0,1,0,1047
0.32,3,6,56.0,4.39,4.41,2.71,1,0,0,0,0,0,561
0.31,3,5,60.0,4.4,4.43,2.65,0,0,0,1,0,0,489
1.53,4,6,59.0,7.54,7.49,4.57,0,0,0,0,1,0,8911
1.01,4,5,58.0,6.45,6.4,3.96,0,0,1,0,0,0,6027
1.71,3,4,61.0,7.61,7.67,4.73,0,1,0,0,0,0,17685
1.49,1,8,61.0,6.93,6.89,4.62,0,0,0,1,0,0,6425
0.41,2,7,57.0,4.75,4.68,3.01,1,0,0,0,0,0,818
0.38,3,7,57.0,4.67,4.71,2.87,0,1,0,0,0,0,585
0.53,5,2,57.0,5.16,5.2,3.21,0,0,0,0,0,0,2732
0.9,1,6,63.0,6.12,6.04,3.89,0,0,0,0,0,0,4796
0.56,4,5,59.0,5.42,5.33,3.25,0,1,0,0,0,0,1935
1.24,4,1,60.0,6.95,6.91,4.19,0,0,1,0,0,0,10508
1.27,5,6,57.0,6.96,6.89,4.28,0,1,0,0,0,0,5761
0.73,5,6,56.0,5.74,5.78,3.57,0,0,0,0,0,1,1902
1.52,4,4,58.0,7.37,7.3,4.58,0,0,1,0,0,0,13034
0.76,4,7,55.0,5.87,5.82,3.66,0,0,1,0,0,0,1970
1.76,3,4,55.4,7.7,7.74,4.85,0,0,1,0,0,0,18014
0.3,3,4,55.0,4.31,4.35,2.68,0,0,0,0,0,0,863
0.23,3,2,59.0,3.89,3.91,2.41,1,0,0,0,0,0,472
1.15,4,6,58.0,6.71,6.65,4.18,0,0,1,0,0,0,5851
1.25,5,7,56.0,6.87,6.83,4.34,0,0,0,0,1,0,5292
0.3,5,2,56.0,4.27,4.31,2.67,0,1,0,0,0,0,814
1.51,4,6,62.0,7.58,7.53,4.43,1,0,0,0,0,0,12655
1.52,4,6,60.0,7.47,7.45,4.48,0,0,0,1,0,0,10330
0.27,3,3,53.0,4.04,4.1,2.63,0,0,0,0,0,0,575
0.83,5,6,53.0,6.09,6.07,3.74,0,0,0,0,0,0,3933
1.19,4,6,59.0,6.84,6.79,4.18,0,0,0,0,1,0,5464
2.1,5,6,57.0,8.19,8.12,5.13,0,0,0,1,0,0,18648
0.7,5,6,56.0,5.68,5.7,3.54,0,1,0,0,0,0,2409
0.54,4,4,58.0,5.24,5.3,3.22,0,0,0,0,0,0,1994
1.57,5,6,55.0,7.51,7.44,4.61,0,0,1,0,0,0,8752
0.31,5,3,57.0,4.38,4.42,2.68,0,0,0,0,0,0,777
0.3,4,4,58.0,4.32,4.34,2.61,0,0,0,0,1,0,473
0.51,5,3,55.0,5.15,5.19,3.2,0,0,1,0,0,0,1875
0.6,3,4,56.0,5.37,5.41,3.37,0,0,0,0,0,1,1378
